"Ordernumber"	"Orderdate"	"ItemSKU"	"ItemOrdered"	"ItemPrice"	"CustomerGroupId"	"CustomerGroup"	"ShippingMethod"	"ShippingCost"	"PaymentMethod"	"CustomerID"	"CustomerPrefix"	"ItemName"	"OrderStatus"	"GranTotal"	"orders_order_discount_amount"	"orders_order_discount_canceled"	"orders_order_discount_invoiced"	"orders_order_discount_refunded"	"items_item_discount_amount"	"City"	"RegionCode"	"PostCode"	"Country"	"StoreID"
"4000051755"	"2020-09-09"	"9781910368596"	"1.0000"	"0.0000"	"1"	"UK - General"	""	"0.0000"	"free"	"75692"	""	"How to Transform Your Life - FREE KINDLE EBOOK DOWNLOAD"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"5000048163"	"2020-09-09"	"5055278104986"	"1.0000"	"12.9900"	"12"	"US - General"	""	"0.0000"	"authorizenet_acceptjs"	"15513"	""	"Liberation from Sorrow - EBOOKLET + MP3 BUNDLE"	"complete"	"12.9900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"5000048164"	"2020-09-09"	"9781616060350-0435-0459"	"1.0000"	"0.0000"	"12"	"US - General"	""	"0.0000"	"free"	"75693"	""	"Modern Buddhism - (US 2nd ed.) FREE eBook Kindle format"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"5000048165"	"2020-09-09"	"5065000453435"	"2.0000"	"5.5000"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"The Kadampa Way of Life - Booklet"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"5055278115951"	"2.0000"	"5.0000"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"Jewels of Dharma - The Benefits of Listening to Dharma - Aryasura"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"9781913105006"	"1.0000"	"16.9500"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"The Mirror of Dharma with Additions - PAPERBACK"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"9780978906719"	"2.0000"	"14.9500"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"How to Solve Our Human Problems - US Edition - Paperback"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"9781910368367"	"1.0000"	"16.9500"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"The Oral Instructions of Mahamudra - English (2nd Ed) - Paperback"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"5055278102760"	"1.0000"	"14.9500"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"The Yoga of Buddha Amitayus - CD"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"5065000453329"	"2.0000"	"5.0000"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"The Yoga of Buddha Amitayus - Booklet"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"5065000453428"	"1.0000"	"5.0000"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"The Yoga of White Tara, Buddha of Long Life - Booklet"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"5065000918293"	"1.0000"	"5.0000"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"Treasury of Wisdom - Booklet"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048165"	"2020-09-09"	"5055278109936"	"1.0000"	"12.9500"	"12"	"US - General"	"usps_1"	"13.9500"	"authorizenet_acceptjs"	"1165"	""	"Treasury of Wisdom - CD"	"complete"	"146.6500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048166"	"2020-09-09"	"5065000453756"	"2.0000"	"5.0000"	"12"	"US - General"	"usps_0_FCP"	"4.7500"	"authorizenet_acceptjs"	"1165"	""	"Liberation from Sorrow - BOOKLET"	"complete"	"14.7500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Charleston"	"SC"	"29406"	"US"	"5"
"5000048167"	"2020-09-09"	"9781616060541"	"1.0000"	"0.0000"	"12"	"US - General"	""	"0.0000"	"free"	"75694"	""	"How to Transform Your Life US version - eBook KINDLE format"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"5000048168"	"2020-09-09"	"9781616060350-0435-0459"	"1.0000"	"0.0000"	"12"	"US - General"	""	"0.0000"	"free"	"75694"	""	"Modern Buddhism - (US 2nd ed.) FREE eBook Kindle format"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"13000042156"	"2020-09-09"	"9781906665326"	"1.0000"	"4.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"Liberation from Sorrow - EPUB EBOOKLET DOWNLOAD"	"complete"	"43.8900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"13000042156"	"2020-09-09"	"5055278103088"	"1.0000"	"15.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"Dakini Prayers (Quick Path to Great Bliss) - MP3"	"complete"	"43.8900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"13000042156"	"2020-09-09"	"5055278105549"	"1.0000"	"17.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"Offering to the Spiritual Guide - eBooklet  and MP3 Bundle"	"complete"	"43.8900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"13000042156"	"2020-09-09"	"9781910368602"	"1.0000"	"0.0000"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"Request to the Holy Spiritual Guide Venerable Geshe Kelsang Gyatso Rinpoche from his Faithful Disciples - eBooklet  (epub)"	"complete"	"43.8900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"4000051756"	"2020-09-09"	"5055278106379"	"1.0000"	"1.6700"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"21543"	""	"Liberating Prayer - MP3 AUDIO DOWNLOAD"	"complete"	"2.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"22000041950"	"2020-09-09"	"LIVE STREAM, 19.30 - 21.00"	"1.0000"	"15.0000"	"34"	"DE - CH-Tharpa"	""	"0.0000"	"postfinancecw_mastercard"	"75519"	""	"Meditation & Vortrag, MITTWOCH, 9. September 2020 mit Gen Devi / Meditation & Talk with Gen Devi, 9th  September2020"	"complete"	"15.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"22"
"12000042248"	"2020-09-09"	"eP-HJ-epub"	"1.0000"	"10.0000"	"27"	"DE - General"	""	"0.0000"	"free"	"42871"	""	"Herzjuwel - ePaket - eBooklet EPUB + mp3 Audio Format"	"closed"	"0.0000"	"-10.0000"	""	"-10.0000"	""	"10.0000"	""	""	""	""	"12"
"4000051757"	"2020-09-09"	"9781910368589"	"1.0000"	"0.0000"	"1"	"UK - General"	""	"0.0000"	"free"	"75695"	""	"How to Transform Your Life - FREE EPUB EBOOK DOWNLOAD"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"22000041951"	"2020-09-09"	"LIVE STREAM, 10.00 - 16.00"	"1.0000"	"41.0000"	"0"	""	""	"0.0000"	"postfinancecw_mastercard"	""	""	"NUR SAMSTAG: POWA Kurs, 17. Oktober 2020 / SATURDAY ONLY POWA 17th October 2020"	"complete"	"41.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"22"
"2000042840"	"2020-09-09"	"9791090820555mobi"	"1.0000"	"0.0000"	"16"	"FR - General"	""	"0.0000"	"free"	"75650"	""	"Comment Transformer Votre Vie - livre numérique format mobi"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"4000051758"	"2020-09-09"	"5055278112943"	"1.0000"	"8.2900"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"13383"	""	"Wishfulfilling Jewel - MP3 AUDIO DOWNLOAD"	"complete"	"9.9500"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"8000044008"	"2020-09-09"	"9788417112882"	"1.0000"	"10.5000"	"14"	"ES - General"	""	"0.0000"	"stripe_payments"	"56774"	""	"Meditación para la relajación – Segunda edición (audio MP3 descargable)"	"complete"	"31.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"8"
"8000044008"	"2020-09-09"	"9788417112899"	"1.0000"	"10.5000"	"14"	"ES - General"	""	"0.0000"	"stripe_payments"	"56774"	""	"Meditación para lograr una mente clara – Segunda edición (audio MP3 descargable)"	"complete"	"31.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"8"
"8000044008"	"2020-09-09"	"9788417112905"	"1.0000"	"10.5000"	"14"	"ES - General"	""	"0.0000"	"stripe_payments"	"56774"	""	"Meditación para cultivar un buen corazón – Segunda edición (audio MP3 descargable)"	"complete"	"31.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"8"
"8000044009"	"2020-09-09"	"9788416472505"	"2.0000"	"0.0000"	"14"	"ES - General"	""	"0.0000"	"free"	"75697"	""	"Cómo transformar tu vida – eBook ePub"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"8"
"4000051759"	"2020-09-09"	"9781910368053"	"1.0000"	"7.4600"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"4743"	""	"Clear Light of Bliss (3rd Edition) - KINDLE EBOOK DOWNLOAD"	"complete"	"8.9500"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"4000051760"	"2020-09-09"	"9781906665845"	"1.0000"	"7.5000"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"4293"	""	"How to Understand the Mind - KINDLE EBOOK DOWNLOAD"	"complete"	"9.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"4000051761"	"2020-09-09"	"5065000453794"	"1.0000"	"3.5000"	"1"	"UK - General"	"owsh1_car_s"	"0.9500"	"stripe_payments"	"33130"	""	"Pathway to the Pure Land - BOOKLET"	"complete"	"6.6000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Westcliff on Sea "	""	"SS0 0NR"	"GB"	"4"
"4000051761"	"2020-09-09"	"5065000453350"	"1.0000"	"1.7900"	"1"	"UK - General"	"owsh1_car_s"	"0.9500"	"stripe_payments"	"33130"	""	"Je Tsongkhapa 3 (with Sons and Offering Godesses) - A4 SMALL POSTER"	"complete"	"6.6000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Westcliff on Sea "	""	"SS0 0NR"	"GB"	"4"
"4000051762"	"2020-09-09"	"9781913105013"	"1.0000"	"5.8300"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"37260"	""	"The Mirror of Dharma with Additions - EPUB EBOOK DOWNLOAD"	"complete"	"7.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"2000042841"	"2020-09-09"	"fr-mp3-3cd"	"1.0000"	"14.1700"	"16"	"FR - General"	""	"0.0000"	"systempay_standard"	"75698"	""	"Coffret - Méditer au quotidien - Format mp3 à télécharger"	"processing"	"19.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"2000042841"	"2020-09-09"	"fr-mp3-pl"	"1.0000"	"2.0800"	"16"	"FR - General"	""	"0.0000"	"systempay_standard"	"75698"	""	"La Prière Libératrice - MP3 à télécharger"	"processing"	"19.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"2000042842"	"2020-09-09"	"9791090820081"	"1.0000"	"14.2100"	"16"	"FR - General"	""	"0.0000"	"systempay_standard"	"41657"	""	"Trésor de contemplation - livre numérique format epub"	"processing"	"14.9900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"2000042843"	"2020-09-09"	"9791090820043"	"1.0000"	"8.5200"	"16"	"FR - General"	""	"0.0000"	"systempay_standard"	"41657"	""	"Huit Étapes vers le bonheur - livre numérique format epub"	"processing"	"8.9900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"8000044010"	"2020-09-09"	"9788417112158"	"1.0000"	"10.5000"	"14"	"ES - General"	""	"0.0000"	"stripe_payments"	"75699"	""	"Nuevo manual de meditación – Audiolibro en MP3"	"complete"	"10.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"8"
"4000051763"	"2020-09-09"	"9781910368619"	"1.0000"	"2.9200"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"171"	""	"The Hundreds of Deities of the Joyful Land According to Highest Yoga Tantra - EPUB EBOOKLET DOWNLOAD"	"complete"	"3.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"4000051764"	"2020-09-09"	"5055278112943"	"1.0000"	"8.2900"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"74074"	""	"Wishfulfilling Jewel - MP3 AUDIO DOWNLOAD"	"complete"	"9.9500"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"5000048169"	"2020-09-09"	"5055278100643"	"1.0000"	"23.9900"	"12"	"US - General"	"usps_1"	"20.8000"	"authorizenet_acceptjs"	"72143"	""	"Joyful Path of Good Fortune - Audiobook MP3 Download"	"complete"	"116.6300"	"0.0000"	""	"0.0000"	""	"0.0000"	"Albuquerque"	"NM"	"87113"	"US"	"5"
"5000048169"	"2020-09-09"	"9781910368497"	"2.0000"	"20.9500"	"12"	"US - General"	"usps_1"	"20.8000"	"authorizenet_acceptjs"	"72143"	""	"Meaningful to Behold - paperback "	"complete"	"116.6300"	"0.0000"	""	"0.0000"	""	"0.0000"	"Albuquerque"	"NM"	"87113"	"US"	"5"
"5000048169"	"2020-09-09"	"5055278100360"	"1.0000"	"1.0000"	"12"	"US - General"	"usps_1"	"20.8000"	"authorizenet_acceptjs"	"72143"	""	"Plastic book cover - 200mm"	"complete"	"116.6300"	"0.0000"	""	"0.0000"	""	"0.0000"	"Albuquerque"	"NM"	"87113"	"US"	"5"
"5000048169"	"2020-09-09"	"5055278100575"	"1.0000"	"13.9900"	"12"	"US - General"	"usps_1"	"20.8000"	"authorizenet_acceptjs"	"72143"	""	"Guide to the Bodhisattva's Way of Life - Audiobook MP3 Download"	"complete"	"116.6300"	"0.0000"	""	"0.0000"	""	"0.0000"	"Albuquerque"	"NM"	"87113"	"US"	"5"
"5000048169"	"2020-09-09"	"5055278109707"	"1.0000"	"14.9500"	"12"	"US - General"	"usps_1"	"20.8000"	"authorizenet_acceptjs"	"72143"	""	"Images of the Thirty-five Confession Buddhas - 4 x 6 card set "	"complete"	"116.6300"	"0.0000"	""	"0.0000"	""	"0.0000"	"Albuquerque"	"NM"	"87113"	"US"	"5"
"2000042844"	"2020-09-09"	"9791090820555"	"1.0000"	"0.0000"	"16"	"FR - General"	""	"0.0000"	"free"	"75700"	""	"Comment Transformer Votre Vie - livre numérique format epub"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"13000042157"	"2020-09-09"	"5055278103200"	"1.0000"	"18.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"Songs of The Great Dakini - MP3"	"complete"	"46.0900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"13000042157"	"2020-09-09"	"5055278110338"	"1.0000"	"5.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"The Uncommon Yoga of Inconceivability - eBooklet (Kindle)"	"complete"	"46.0900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"13000042157"	"2020-09-09"	"5055278106362"	"1.0000"	"10.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"The Uncommon Yoga of Inconceivability - MP3"	"complete"	"46.0900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"13000042157"	"2020-09-09"	"5055278110246"	"1.0000"	"4.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"29180"	""	"Keajra Heaven - eBooklet  (epub)"	"complete"	"46.0900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"4000051765"	"2020-09-09"	"9781906665890"	"1.0000"	"2.5000"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"64904"	""	"The Yoga of Thousand-armed Avalokiteshvara - EPUB EBOOKLET DOWNLOAD"	"complete"	"3.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"4000051766"	"2020-09-09"	"5055278111540"	"1.0000"	"4.5800"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"4030"	""	"Hundreds of Deities of the Joyful Land According to Highest Yoga Tantra - MP3 AUDIO DOWNLOAD"	"complete"	"5.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"20000043599"	"2020-09-09"	"9788585928315"	"1.0000"	"10.0000"	"42"	"BR - Geral"	"owsh1_impresso_n2"	"9.0000"	"mercadopago_custom"	"72305"	""	"Meditações para Relaxamento - CD"	"complete"	"29.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Salvador"	""	"40140-110"	"BR"	"20"
"20000043599"	"2020-09-09"	"9788585928292"	"1.0000"	"10.0000"	"42"	"BR - Geral"	"owsh1_impresso_n2"	"9.0000"	"mercadopago_custom"	"72305"	""	"Meditações para ter uma Mente Clara - CD"	"complete"	"29.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Salvador"	""	"40140-110"	"BR"	"20"
"5000048170"	"2020-09-09"	"718122138715"	"1.0000"	"3.9500"	"12"	"US - General"	"owsh1_pickup"	"0.0000"	"authorizenet_acceptjs"	"11277"	""	"Buddha Shakyamuni 2 (with Disciples) - Mounted Photo Card"	"complete"	"21.8000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Indianapolis"	"IN"	"46250"	"US"	"5"
"5000048170"	"2020-09-09"	"5065000453886"	"1.0000"	"7.9500"	"12"	"US - General"	"owsh1_pickup"	"0.0000"	"authorizenet_acceptjs"	"11277"	""	"Heruka Body Mandala - 8 x 12 small poster"	"complete"	"21.8000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Indianapolis"	"IN"	"46250"	"US"	"5"
"5000048170"	"2020-09-09"	"5065000453985"	"1.0000"	"1.9500"	"12"	"US - General"	"owsh1_pickup"	"0.0000"	"authorizenet_acceptjs"	"11277"	""	"Heruka 12-armed 2 (with Gurus & Buddhas) - 4 x 6 card"	"complete"	"21.8000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Indianapolis"	"IN"	"46250"	"US"	"5"
"5000048170"	"2020-09-09"	"5065000453664"	"1.0000"	"7.9500"	"12"	"US - General"	"owsh1_pickup"	"0.0000"	"authorizenet_acceptjs"	"11277"	""	"Heruka (12-armed) 1 - 8 x 12 small poster"	"complete"	"21.8000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Indianapolis"	"IN"	"46250"	"US"	"5"
"5000048171"	"2020-09-09"	"9781616060275-mp3"	"1.0000"	"7.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"10664"	""	"Meditations for a Clear Mind - MP3 - US Version (2nd Ed)"	"complete"	"15.9800"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"5000048171"	"2020-09-09"	"9781616060305-mp3"	"1.0000"	"7.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"10664"	""	"Meditations for Relaxation - MP3 - US Version (2nd Ed)"	"complete"	"15.9800"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"2000042845"	"2020-09-09"	"3760174600112"	"1.0000"	"5.6900"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Libération hors de la douleur - livret"	"canceled"	"99.9900"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042845"	"2020-09-09"	"9791090820715"	"1.0000"	"18.9600"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Grand Trésor de mérite - couverture souple"	"canceled"	"99.9900"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042845"	"2020-09-09"	"97910908200074"	"2.0000"	"26.5400"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Trésor de contemplation - couverture souple"	"canceled"	"99.9900"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042845"	"2020-09-09"	"tcmobi"	"1.0000"	"14.2100"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Trésor de contemplation - livre numérique format kindle"	"canceled"	"99.9900"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042845"	"2020-09-09"	"5055278100391"	"3.0000"	"0.8300"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Couverture plastique - 210 mm"	"canceled"	"99.9900"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042846"	"2020-09-09"	"3760174600112"	"1.0000"	"5.6900"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Libération hors de la douleur - livret"	"canceled"	"91.0000"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042846"	"2020-09-09"	"9791090820715"	"1.0000"	"18.9600"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Grand Trésor de mérite - couverture souple"	"canceled"	"91.0000"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042846"	"2020-09-09"	"97910908200074"	"2.0000"	"26.5400"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Trésor de contemplation - couverture souple"	"canceled"	"91.0000"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042846"	"2020-09-09"	"5055278100391"	"3.0000"	"0.8300"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Couverture plastique - 210 mm"	"canceled"	"91.0000"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042846"	"2020-09-09"	"3760174600952"	"1.0000"	"5.6900"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Le Joyau qui exauce les souhaits - livret"	"canceled"	"91.0000"	"0.0000"	"0.0000"	""	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042847"	"2020-09-09"	"3760174600112"	"1.0000"	"5.6900"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Libération hors de la douleur - livret"	"complete"	"91.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042847"	"2020-09-09"	"9791090820715"	"1.0000"	"18.9600"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Grand Trésor de mérite - couverture souple"	"complete"	"91.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042847"	"2020-09-09"	"97910908200074"	"2.0000"	"26.5400"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Trésor de contemplation - couverture souple"	"complete"	"91.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042847"	"2020-09-09"	"5055278100391"	"3.0000"	"0.8300"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Couverture plastique - 210 mm"	"complete"	"91.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"2000042847"	"2020-09-09"	"3760174600952"	"1.0000"	"5.6900"	"16"	"FR - General"	"owsh1_gratuit"	"0.0000"	"systempay_standard"	"13912"	""	"Le Joyau qui exauce les souhaits - livret"	"complete"	"91.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Mondelange"	"57"	"57300"	"FR"	"2"
"22000041952"	"2020-09-09"	"LIVE STREAM, 19.30 - 21.00"	"1.0000"	"15.0000"	"0"	""	""	"0.0000"	"postfinancecw_mastercard"	""	""	"Meditation & Vortrag, MITTWOCH, 9. September 2020 mit Gen Devi / Meditation & Talk with Gen Devi, 9th  September2020"	"complete"	"15.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"22"
"22000041953"	"2020-09-09"	"LIVE STREAM, 19.30 - 21.00"	"1.0000"	"15.0000"	"34"	"DE - CH-Tharpa"	""	"0.0000"	"postfinancecw_mastercard"	"65091"	""	"Meditation & Vortrag, MITTWOCH, 9. September 2020 mit Gen Devi / Meditation & Talk with Gen Devi, 9th  September2020"	"complete"	"15.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"22"
"2000042848"	"2020-09-09"	"9791090820555"	"1.0000"	"0.0000"	"16"	"FR - General"	""	"0.0000"	"free"	"75700"	""	"Comment Transformer Votre Vie - livre numérique format epub"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"2000042849"	"2020-09-09"	"9782953911763"	"1.0000"	"0.0000"	"16"	"FR - General"	""	"0.0000"	"free"	"75700"	""	"Un Bouddhisme Moderne - Deuxième Édition - livre numérique format epub"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"2"
"5000048172"	"2020-09-09"	"9781616060503"	"1.0000"	"9.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"1719"	""	"The New Eight Steps to Happiness - eBook epub format"	"complete"	"9.9900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
